transaction_id,household_id,date,category,amount,payment_mode,city
35,HH727,24-10-2025,Grocceries,2544,Cash,Pune
36,HH245,10-09-2025,Transport,1078,Credit Card,Pune
37,HH958,06-09-2025,Entertainment,3058,Debit Card,Bhopal
38,HH419,08-10-2025,Education,4553,upi,Bhopal
39,HH793,04-03-2025,Groceries,2943,Credit Card,Delhi
40,HH350,28-06-2025,Entertainment,461,Credit Card,Delhi
41,HH619,13-09-2025,Electricity,2745,Debit Card,Pune
42,HH525,22-01-2025,Groceries,813,UPI,Indore
43,HH920,05-10-2025,Shopping,2387,Debit Card,Pune
44,HH252,31-10-2025,Rent,24154,Debit Card,Bhopal
45,HH656,05-04-2025,Rent,17136,UPI,Mumbai
46,HH742,30-09-2025,Rent,13954,Debit Card,Indore
47,HH689,01-07-2025,Education,3742,Debit Card,Pune
48,HH975,29-12-2025,Medical,975,upi,Pune
49,HH219,01-02-2025,Medical,2492,Debit Card,Delhi
50,HH933,09-07-2025,Education,1942,upi,Delhi
51,HH509,24-12-2025,Groceries,354,upi,Pune
52,HH492,24-11-2025,Fuel,1735,UPI,Bhopal
53,HH658,16-06-2025,Internet,668,upi,Delhi
54,HH574,22-07-2025,Grocceries,3325,upi,Delhi
55,HH515,15-01-2025,Education,4553,Credit Card,Pune
56,HH483,13-04-2025,Groceries,1849,upi,Mumbai
57,HH950,03-01-2025,Internet,837,upi,Pune
58,HH466,20-09-2025,Transport,2001,Debit Card,Indore
59,HH888,24-01-2025,Education,4879,Debit Card,Pune
60,HH962,15-02-2025,Groceries,4198,UPI,Pune
61,HH937,20-01-2025,Internet,2927,UPI,Pune
62,HH407,14-04-2025,Education,4082,Cash,Indore
63,HH988,17-05-2025,Transport,2943,Cash,Indore
64,HH132,01-02-2025,Fuel,991,upi,Indore
65,HH672,10-06-2025,Shopping,1235,Debit Card,Delhi
66,HH330,06-11-2025,Grocceries,852,Debit Card,Delhi
67,HH705,09-02-2025,Internet,755,UPI,Delhi
68,HH107,15-06-2025,Medical,4126,Credit Card,Delhi
69,HH559,03-11-2025,Grocceries,2917,Credit Card,Delhi
70,HH573,03-05-2025,Rent,8579,upi,Bhopal
71,HH745,03-05-2025,Education,4644,Credit Card,Bhopal
72,HH964,23-07-2025,Transport,2314,upi,Indore
73,HH369,16-06-2025,Rent,11860,upi,Indore
74,HH804,04-09-2025,Groceries,1891,upi,Pune
75,HH166,05-05-2025,Fuel,4885,UPI,Pune
76,HH518,29-05-2025,Internet,4382,UPI,Mumbai
77,HH590,01-06-2025,Internet,3469,Debit Card,Bhopal
78,HH637,15-08-2025,Grocceries,2278,Cash,Indore
79,HH974,27-09-2025,Shopping,3892,Debit Card,Indore
80,HH255,06-12-2025,Electricity,1083,Debit Card,Mumbai
81,HH659,03-12-2025,Rent,9145,Debit Card,Mumbai
82,HH592,17-06-2025,Shopping,3030,Debit Card,Bhopal
83,HH419,08-07-2025,Education,3040,Credit Card,Bhopal
84,HH165,19-05-2025,Education,3634,Cash,Indore
85,HH230,11-07-2025,Transport,1921,Cash,Delhi
86,HH687,20-12-2025,Fuel,3096,UPI,Bhopal
87,HH118,10-02-2025,Fuel,2064,upi,Pune
88,HH625,21-12-2025,Groceries,3311,Cash,Indore
89,HH441,20-12-2025,Fuel,2692,Cash,Indore
90,HH243,03-06-2025,Grocceries,4994,upi,Indore
91,HH830,01-05-2025,Grocceries,3794,Credit Card,Mumbai
92,HH194,02-12-2025,Medical,4228,Credit Card,Delhi
93,HH650,09-04-2025,Fuel,3439,upi,Bhopal
94,HH484,18-02-2025,Transport,827,upi,Mumbai
95,HH174,22-02-2025,Entertainment,4008,Cash,Pune
96,HH987,05-10-2025,Transport,2948,Cash,Indore
97,HH832,11-08-2025,Internet,2583,Cash,Delhi
98,HH712,15-12-2025,Groceries,2370,Cash,Mumbai
99,HH149,01-03-2025,Transport,1982,Cash,Mumbai
100,HH732,11-11-2025,Rent,8742,Cash,Delhi
101,HH176,10-10-2025,Education,2115,Credit Card,Delhi
102,HH628,30-01-2025,Fuel,1675,upi,Indore
103,HH419,26-02-2025,Medical,3303,upi,Pune
104,HH336,15-12-2025,Education,3951,Credit Card,Pune
105,HH111,17-10-2025,Shopping,1721,UPI,Mumbai
106,HH719,23-03-2025,Electricity,2654,Cash,Mumbai
107,HH526,06-01-2025,Grocceries,2289,Debit Card,Bhopal
108,HH690,18-06-2025,Grocceries,4170,Credit Card,Mumbai
109,HH375,30-12-2025,Electricity,1135,Cash,Pune
110,HH552,14-04-2025,Rent,15721,Credit Card,Mumbai
111,HH368,04-09-2025,Transport,3891,upi,Pune
112,HH508,24-03-2025,Shopping,4424,Debit Card,Delhi
113,HH945,05-11-2025,Rent,10593,Credit Card,Mumbai
114,HH506,16-09-2025,Transport,1784,Debit Card,Delhi
115,HH960,25-02-2025,Medical,1901,UPI,Delhi
116,HH381,05-11-2025,Education,2938,Cash,Pune
117,HH684,16-09-2025,Transport,660,Cash,Pune
118,HH619,16-05-2025,Education,1633,Cash,Pune
119,HH625,10-09-2025,Shopping,2183,UPI,Delhi
120,HH946,04-09-2025,Education,3364,Credit Card,Bhopal
121,HH992,17-05-2025,Electricity,3310,upi,Bhopal
122,HH799,17-10-2025,Groceries,4159,UPI,Delhi
123,HH240,10-11-2025,Transport,1647,Debit Card,Indore
124,HH666,02-11-2025,Internet,3950,Debit Card,Mumbai
125,HH356,09-12-2025,Medical,3001,UPI,Mumbai
126,HH540,21-10-2025,Entertainment,3193,Debit Card,Bhopal
127,HH676,07-01-2025,Internet,3367,Credit Card,Indore
128,HH681,10-09-2025,Groceries,3022,Credit Card,Pune
129,HH532,30-03-2025,Electricity,1761,Debit Card,Bhopal
130,HH251,20-07-2025,Entertainment,4343,Debit Card,Delhi
131,HH101,12-03-2025,Entertainment,1370,Credit Card,Pune
132,HH954,03-12-2025,Electricity,2619,Cash,Pune
133,HH252,01-07-2025,Transport,2767,UPI,Bhopal
134,HH935,25-03-2025,Rent,10895,upi,Pune
135,HH703,10-09-2025,Rent,16517,UPI,Pune
136,HH887,09-11-2025,Internet,2855,Credit Card,Mumbai
137,HH479,03-12-2025,Shopping,1891,UPI,Pune
138,HH904,25-08-2025,Fuel,2790,upi,Delhi
139,HH282,02-11-2025,Transport,1003,Credit Card,Delhi
140,HH611,08-10-2025,Transport,501,Cash,Mumbai
141,HH414,12-06-2025,Fuel,1228,Credit Card,Bhopal
142,HH397,10-10-2025,Transport,2514,Debit Card,Bhopal
143,HH656,04-06-2025,Internet,3598,Debit Card,Delhi
144,HH579,11-05-2025,Fuel,978,upi,Delhi
145,HH755,26-08-2025,Fuel,3526,upi,Pune
146,HH152,19-09-2025,Transport,971,Credit Card,Delhi
147,HH512,11-05-2025,Entertainment,562,UPI,Pune
148,HH309,08-12-2025,Rent,16959,upi,Pune
149,HH351,13-09-2025,Fuel,2558,Credit Card,Indore
150,HH417,05-03-2025,Fuel,4992,Cash,Mumbai
151,HH735,11-08-2025,Internet,1451,Cash,Pune
152,HH683,07-03-2025,Electricity,1808,Credit Card,Pune
153,HH417,16-12-2025,Medical,1566,Credit Card,Pune
154,HH537,07-06-2025,Shopping,4022,Credit Card,Mumbai
155,HH720,15-01-2025,Internet,1593,Credit Card,Bhopal
156,HH382,03-07-2025,Groceries,3396,Credit Card,Bhopal
157,HH976,02-03-2025,Grocceries,3841,UPI,Pune
158,HH415,21-04-2025,Groceries,2262,Debit Card,Bhopal
159,HH325,29-05-2025,Medical,335,UPI,Bhopal
160,HH221,13-08-2025,Internet,3335,Credit Card,Bhopal
161,HH956,16-12-2025,Entertainment,4859,Debit Card,Indore
162,HH452,28-08-2025,Entertainment,3048,UPI,Delhi
163,HH837,04-09-2025,Entertainment,4218,Cash,Delhi
164,HH493,30-05-2025,Transport,398,UPI,Bhopal
165,HH217,23-01-2025,Rent,8608,Cash,Bhopal
166,HH313,30-08-2025,Transport,4973,UPI,Mumbai
167,HH615,14-08-2025,Entertainment,1418,Credit Card,Pune
168,HH482,28-04-2025,Transport,1026,UPI,Pune
169,HH555,17-05-2025,Medical,2451,Debit Card,Mumbai
170,HH869,06-08-2025,Rent,23373,Credit Card,Mumbai
171,HH400,20-07-2025,Internet,352,Credit Card,Bhopal
172,HH127,26-05-2025,Fuel,4273,upi,Indore
173,HH248,12-09-2025,Grocceries,4142,upi,Bhopal
174,HH376,12-11-2025,Transport,1756,upi,Bhopal
175,HH183,07-05-2025,Fuel,385,UPI,Pune
176,HH601,24-06-2025,Transport,4942,Cash,Bhopal
177,HH216,06-10-2025,Medical,1140,Debit Card,Pune
178,HH932,22-04-2025,Education,2592,upi,Pune
179,HH254,11-06-2025,Grocceries,894,upi,Delhi
180,HH637,11-08-2025,Transport,2591,UPI,Pune
181,HH209,26-09-2025,Education,2418,Credit Card,Delhi
182,HH831,26-04-2025,Transport,1814,Credit Card,Bhopal
183,HH591,16-08-2025,Shopping,691,Credit Card,Bhopal
184,HH912,27-05-2025,Internet,3152,Credit Card,Bhopal
185,HH320,16-12-2025,Fuel,3507,Credit Card,Mumbai
186,HH486,23-02-2025,Shopping,2379,Credit Card,Mumbai
187,HH748,10-08-2025,Education,4948,Cash,Delhi
188,HH327,23-12-2025,Fuel,2026,UPI,Delhi
189,HH188,05-09-2025,Rent,21449,upi,Indore
190,HH890,04-03-2025,Groceries,3916,upi,Delhi
191,HH203,12-05-2025,Transport,4027,upi,Bhopal
192,HH831,28-01-2025,Groceries,2469,Credit Card,Bhopal
193,HH183,22-04-2025,Medical,3308,Credit Card,Indore
194,HH846,01-02-2025,Rent,14763,UPI,Delhi
195,HH853,25-01-2025,Grocceries,3359,Cash,Delhi
196,HH477,08-08-2025,Education,3878,upi,Delhi
197,HH174,13-11-2025,Education,4000,Debit Card,Indore
198,HH814,09-04-2025,Groceries,3126,upi,Mumbai
199,HH992,06-08-2025,Shopping,2058,upi,Indore
200,HH308,16-12-2025,Shopping,1998,upi,Delhi
201,HH650,19-07-2025,Internet,4366,Cash,Bhopal
202,HH783,09-09-2025,Groceries,2008,Credit Card,Indore
203,HH363,14-10-2025,Grocceries,1418,upi,Delhi
204,HH674,01-06-2025,Rent,9991,upi,Bhopal
205,HH817,21-06-2025,Entertainment,3452,UPI,Bhopal
206,HH780,10-04-2025,Entertainment,4171,Debit Card,Pune
207,HH405,08-12-2025,Shopping,4076,Debit Card,Delhi
208,HH849,25-01-2025,Fuel,4314,Cash,Pune
209,HH550,20-12-2025,Electricity,3379,UPI,Mumbai
210,HH194,23-04-2025,Grocceries,4582,UPI,Pune
211,HH135,21-11-2025,Education,2108,upi,Mumbai
212,HH289,16-10-2025,Shopping,3048,upi,Pune
213,HH115,16-06-2025,Education,401,upi,Pune
214,HH585,27-01-2025,Groceries,3587,upi,Delhi
215,HH113,23-07-2025,Internet,41817,UPI,Pune
216,HH671,03-11-2025,Rent,24485,upi,Mumbai
217,HH939,30-07-2025,Fuel,1451,UPI,Pune
218,HH766,05-01-2025,Transport,773,Cash,Bhopal
219,HH387,23-08-2025,Rent,22104,UPI,Bhopal
220,HH266,03-07-2025,Grocceries,3308,Debit Card,Mumbai
221,HH258,18-09-2025,Fuel,546,Debit Card,Pune
222,HH280,12-08-2025,Groceries,1907,Debit Card,Pune
223,HH417,30-05-2025,Medical,4921,Debit Card,Pune
224,HH374,18-03-2025,Transport,4915,Cash,Bhopal
225,HH730,29-07-2025,Education,3274,upi,Delhi
226,HH723,10-01-2025,Transport,3851,Credit Card,Delhi
227,HH363,26-03-2025,Groceries,4831,Debit Card,Indore
228,HH102,31-12-2025,Education,1670,UPI,Bhopal
229,HH397,16-08-2025,Electricity,231,Debit Card,Pune
230,HH722,24-10-2025,Internet,4058,Cash,Indore
231,HH246,05-09-2025,Rent,13092,Credit Card,Delhi
232,HH130,24-11-2025,Fuel,160,upi,Delhi
233,HH769,24-04-2025,Transport,2932,Credit Card,Delhi
234,HH485,28-07-2025,Shopping,254,Credit Card,Pune
235,HH623,07-01-2025,Rent,23596,upi,Delhi
236,HH819,16-08-2025,Internet,2979,Debit Card,Delhi
237,HH735,11-12-2025,Rent,10832,Credit Card,Bhopal
238,HH432,12-02-2025,Entertainment,3291,UPI,Indore
239,HH937,18-10-2025,Fuel,3373,UPI,Mumbai
240,HH725,23-03-2025,Electricity,2206,UPI,Indore
241,HH115,11-07-2025,Internet,1876,UPI,Indore
242,HH678,25-07-2025,Electricity,1940,UPI,Pune
243,HH646,23-05-2025,Rent,14537,UPI,Mumbai
244,HH217,24-10-2025,Entertainment,4129,Debit Card,Pune
245,HH269,10-06-2025,Grocceries,1591,upi,Pune
246,HH411,19-01-2025,Electricity,344,Credit Card,Mumbai
247,HH590,18-11-2025,Electricity,1313,Credit Card,Mumbai
248,HH952,17-02-2025,Shopping,4552,Debit Card,Indore
249,HH896,11-04-2025,Groceries,3456,Credit Card,Mumbai
250,HH310,15-06-2025,Grocceries,4800,upi,Delhi
251,HH562,07-11-2025,Internet,919,Credit Card,Pune
252,HH235,15-10-2025,Grocceries,499,Credit Card,Bhopal
253,HH663,19-01-2025,Grocceries,1580,UPI,Pune
254,HH900,31-03-2025,Education,643,upi,Mumbai
255,HH345,13-12-2025,Electricity,4317,upi,Delhi
256,HH854,30-11-2025,Internet,448,Cash,Delhi
257,HH730,29-04-2025,Electricity,1253,Credit Card,Delhi
258,HH840,01-10-2025,Transport,3930,upi,Mumbai
259,HH835,11-08-2025,Groceries,4778,Debit Card,Mumbai
260,HH627,09-12-2025,Education,4564,Cash,Indore
261,HH369,05-11-2025,Electricity,4349,UPI,Pune
262,HH430,06-06-2025,Entertainment,1421,Cash,Indore
263,HH513,25-03-2025,Grocceries,769,Credit Card,Pune
264,HH270,18-01-2025,Rent,11191,Credit Card,Bhopal
265,HH985,24-05-2025,Electricity,2030,Credit Card,Pune
266,HH170,12-11-2025,Rent,9830,Credit Card,Indore
267,HH953,05-03-2025,Grocceries,59435,Credit Card,Mumbai
268,HH402,31-07-2025,Grocceries,585,UPI,Mumbai
269,HH817,25-04-2025,Grocceries,3597,Credit Card,Bhopal
270,HH440,06-04-2025,Groceries,2575,upi,Mumbai
271,HH522,08-05-2025,Fuel,2999,upi,Indore
272,HH631,02-12-2025,Rent,17523,Debit Card,Delhi
273,HH536,30-01-2025,Medical,2754,Debit Card,Mumbai
274,HH794,04-02-2025,Internet,4975,Debit Card,Delhi
275,HH379,04-10-2025,Medical,3236,Cash,Mumbai
276,HH928,12-03-2025,Grocceries,2914,Credit Card,Delhi
277,HH149,08-02-2025,Shopping,2241,Cash,Indore
278,HH972,03-01-2025,Entertainment,2621,UPI,Bhopal
279,HH533,04-10-2025,Groceries,3277,Debit Card,Bhopal
280,HH937,15-02-2025,Education,2498,Credit Card,Delhi
281,HH375,16-01-2025,Medical,101,Credit Card,Mumbai
282,HH195,20-04-2025,Electricity,729,Debit Card,Bhopal
283,HH471,01-08-2025,Medical,1956,Debit Card,Pune
284,HH507,26-12-2025,Fuel,155,Debit Card,Delhi
285,HH785,29-09-2025,Groceries,4325,Debit Card,Mumbai
286,HH486,26-11-2025,Fuel,550,Cash,Pune
287,HH582,02-12-2025,Entertainment,1485,Cash,Delhi
288,HH588,30-10-2025,Education,832,Cash,Pune
289,HH494,07-02-2025,Grocceries,1346,Credit Card,Pune
290,HH676,08-04-2025,Fuel,3068,Credit Card,Delhi
291,HH257,16-07-2025,Internet,4684,Credit Card,Bhopal
292,HH470,17-11-2025,Internet,4033,upi,Mumbai
293,HH115,22-02-2025,Rent,10604,UPI,Mumbai
294,HH548,15-08-2025,Groceries,947,Debit Card,Bhopal
295,HH342,13-03-2025,Transport,2058,upi,Indore
296,HH809,20-10-2025,Fuel,1208,UPI,Indore
297,HH541,28-02-2025,Shopping,2365,UPI,Bhopal
298,HH885,07-08-2025,Electricity,729,UPI,Indore
299,HH636,14-07-2025,Transport,3718,Credit Card,Delhi
300,HH372,08-10-2025,Internet,2754,upi,Indore
301,HH857,29-05-2025,Entertainment,1073,Cash,Pune
302,HH174,03-10-2025,Medical,4888,UPI,Mumbai
303,HH824,16-03-2025,Electricity,1760,upi,Delhi
304,HH540,20-08-2025,Internet,3902,upi,Indore
305,HH814,05-09-2025,Entertainment,4578,Debit Card,Delhi
306,HH962,02-10-2025,Rent,21561,UPI,Pune
307,HH997,20-12-2025,Transport,167,Credit Card,Indore
308,HH227,03-02-2025,Grocceries,289,Debit Card,Delhi
309,HH786,27-07-2025,Groceries,3438,Cash,Pune
310,HH419,09-08-2025,Internet,2274,UPI,Pune
311,HH729,31-08-2025,Grocceries,2014,Cash,Indore
312,HH813,10-08-2025,Internet,2579,Cash,Indore
313,HH536,18-02-2025,Transport,421,Credit Card,Mumbai
314,HH257,22-06-2025,Electricity,224,Credit Card,Bhopal
315,HH366,05-08-2025,Internet,3765,Cash,Indore
316,HH154,04-07-2025,Groceries,3996,Cash,Indore
317,HH578,02-04-2025,Grocceries,4415,Credit Card,Delhi
318,HH632,03-03-2025,Transport,798,Cash,Pune
319,HH948,11-04-2025,Entertainment,239,Cash,Pune
320,HH141,28-04-2025,Transport,1902,upi,Indore
321,HH271,26-10-2025,Rent,11472,Cash,Indore
322,HH212,27-07-2025,Electricity,4115,Debit Card,Delhi
323,HH691,04-09-2025,Rent,18452,upi,Mumbai
324,HH310,02-04-2025,Grocceries,2536,upi,Mumbai
325,HH518,13-12-2025,Rent,17925,Credit Card,Mumbai
326,HH545,04-04-2025,Medical,4478,Cash,Bhopal
327,HH898,21-06-2025,Entertainment,1423,upi,Mumbai
328,HH335,22-10-2025,Medical,2944,Debit Card,Indore
329,HH907,16-10-2025,Entertainment,3200,UPI,Indore
330,HH559,29-10-2025,Education,802,Credit Card,Indore
331,HH612,25-01-2025,Entertainment,279,Credit Card,Indore
332,HH145,12-09-2025,Shopping,2423,Debit Card,Delhi
333,HH539,13-11-2025,Rent,9008,Debit Card,Delhi
334,HH132,18-10-2025,Education,3516,UPI,Delhi
335,HH227,12-12-2025,Shopping,691,UPI,Bhopal
336,HH649,05-12-2025,Groceries,4463,upi,Bhopal
337,HH985,06-05-2025,Rent,10392,Credit Card,Delhi
338,HH156,23-12-2025,Medical,4251,Credit Card,Pune
339,HH705,24-02-2025,Fuel,1825,Credit Card,Pune
340,HH606,20-09-2025,Internet,4036,Credit Card,Pune
341,HH346,13-06-2025,Rent,14120,Credit Card,Delhi
342,HH860,15-04-2025,Education,2189,upi,Indore
343,HH661,13-04-2025,Groceries,2333,UPI,Pune
344,HH739,29-08-2025,Shopping,3458,Debit Card,Pune
345,HH126,13-02-2025,Rent,15248,upi,Mumbai
346,HH174,26-03-2025,Groceries,2398,Debit Card,Pune
347,HH172,17-03-2025,Transport,2738,Debit Card,Indore
348,HH595,06-01-2025,Electricity,2089,upi,Delhi
349,HH928,26-04-2025,Medical,711,Debit Card,Bhopal
350,HH385,26-01-2025,Groceries,986,Cash,Mumbai
351,HH233,11-10-2025,Rent,12488,UPI,Mumbai
352,HH955,14-09-2025,Transport,2830,Debit Card,Pune
353,HH703,23-03-2025,Rent,17339,Debit Card,Pune
354,HH572,21-05-2025,Groceries,1974,Debit Card,Pune
355,HH735,22-12-2025,Grocceries,4799,upi,Bhopal
356,HH282,23-04-2025,Rent,9710,Debit Card,Bhopal
357,HH931,06-01-2025,Transport,525,Debit Card,Indore
358,HH919,21-03-2025,Transport,3211,UPI,Delhi
359,HH348,21-11-2025,Medical,2959,UPI,Bhopal
360,HH258,18-05-2025,Entertainment,542,Debit Card,Indore
361,HH569,24-12-2025,Groceries,4553,Debit Card,Indore
362,HH767,03-09-2025,Fuel,2642,upi,Delhi
363,HH268,04-06-2025,Grocceries,3891,Credit Card,Pune
364,HH312,05-04-2025,Transport,3455,UPI,Pune
365,HH847,22-06-2025,Rent,20929,Cash,Bhopal
366,HH791,17-08-2025,Transport,2157,upi,Indore
367,HH332,27-11-2025,Education,3191,Debit Card,Mumbai
368,HH591,08-06-2025,Shopping,925,Cash,Mumbai
369,HH234,26-03-2025,Education,3123,upi,Mumbai
370,HH996,12-03-2025,Medical,455,Credit Card,Mumbai
371,HH501,09-06-2025,Shopping,579,UPI,Pune
372,HH257,18-04-2025,Shopping,843,Credit Card,Pune
373,HH221,01-06-2025,Internet,3607,Credit Card,Indore
374,HH611,18-05-2025,Grocceries,440,Credit Card,Pune
375,HH462,19-03-2025,Entertainment,1343,Cash,Delhi
376,HH318,13-04-2025,Internet,1917,upi,Pune
377,HH207,18-11-2025,Internet,2680,Credit Card,Pune
378,HH651,18-12-2025,Shopping,4560,Cash,Indore
379,HH625,16-11-2025,Fuel,2971,UPI,Indore
380,HH436,22-03-2025,Entertainment,4814,Debit Card,Pune
381,HH227,14-04-2025,Groceries,1313,Cash,Pune
382,HH986,08-12-2025,Shopping,2553,Cash,Pune
383,HH520,06-04-2025,Electricity,3126,Cash,Mumbai
384,HH451,14-07-2025,Groceries,1570,UPI,Delhi
385,HH662,22-10-2025,Electricity,4924,Credit Card,Bhopal
386,HH752,25-07-2025,Groceries,2746,Credit Card,Pune
387,HH275,10-02-2025,Rent,11187,Debit Card,Delhi
388,HH975,07-11-2025,Entertainment,3648,upi,Delhi
389,HH448,12-09-2025,Transport,192,upi,Bhopal
390,HH585,11-08-2025,Grocceries,3984,upi,Mumbai
391,HH460,04-11-2025,Fuel,1786,Credit Card,Pune
392,HH527,06-07-2025,Electricity,2326,Credit Card,Delhi
393,HH910,06-05-2025,Electricity,1860,Cash,Indore
394,HH880,29-09-2025,Grocceries,2571,upi,Mumbai
395,HH697,09-07-2025,Internet,2165,Debit Card,Delhi
396,HH520,28-06-2025,Entertainment,4286,upi,Bhopal
397,HH148,12-03-2025,Shopping,1886,Debit Card,Mumbai
398,HH826,23-01-2025,Groceries,1709,upi,Mumbai
399,HH459,14-05-2025,Internet,4786,Debit Card,Indore
400,HH258,05-09-2025,Fuel,2660,Debit Card,Pune
401,HH406,04-12-2025,Groceries,2281,UPI,Bhopal
402,HH518,05-04-2025,Electricity,39753,UPI,Delhi
403,HH484,29-11-2025,Grocceries,3546,Cash,Indore
404,HH333,23-05-2025,Shopping,1086,Cash,Pune
405,HH228,20-03-2025,Transport,3813,Credit Card,Pune
406,HH883,11-04-2025,Medical,4842,Credit Card,Indore
407,HH857,29-11-2025,Internet,4797,Cash,Bhopal
408,HH756,24-10-2025,Medical,2464,Debit Card,Pune
409,HH564,19-04-2025,Fuel,1733,Credit Card,Bhopal
410,HH728,14-09-2025,Grocceries,1262,upi,Mumbai
411,HH114,12-01-2025,Electricity,4419,Cash,Bhopal
412,HH998,16-09-2025,Internet,215,UPI,Bhopal
413,HH888,27-10-2025,Rent,12659,Cash,Bhopal
414,HH294,18-02-2025,Grocceries,2153,UPI,Indore
415,HH194,08-05-2025,Transport,2725,Debit Card,Indore
416,HH971,11-02-2025,Groceries,3077,Cash,Delhi
417,HH251,05-12-2025,Fuel,486,upi,Bhopal
418,HH704,22-10-2025,Rent,16712,upi,Mumbai
419,HH606,11-08-2025,Rent,8476,upi,Indore
420,HH853,28-08-2025,Electricity,4012,upi,Indore
421,HH821,06-08-2025,Shopping,358,upi,Pune
422,HH319,30-01-2025,Rent,11332,Debit Card,Pune
423,HH516,20-01-2025,Entertainment,2139,Credit Card,Pune
424,HH196,10-10-2025,Education,4342,Credit Card,Pune
425,HH629,01-03-2025,Fuel,1682,Cash,Pune
426,HH107,01-06-2025,Fuel,3513,Credit Card,Mumbai
427,HH863,28-01-2025,Fuel,4839,Cash,Pune
428,HH873,30-05-2025,Education,916,Debit Card,Delhi
429,HH488,31-08-2025,Electricity,1298,upi,Delhi
430,HH412,01-05-2025,Internet,1573,Cash,Bhopal
431,HH719,12-09-2025,Education,4186,Cash,Bhopal
432,HH685,09-12-2025,Fuel,1435,upi,Bhopal
433,HH785,15-12-2025,Groceries,2968,Credit Card,Bhopal
434,HH536,31-12-2025,Fuel,2570,Credit Card,Mumbai
435,HH940,30-09-2025,Shopping,1660,Credit Card,Bhopal
436,HH341,14-06-2025,Rent,13478,Credit Card,Bhopal
437,HH807,16-04-2025,Fuel,858,upi,Bhopal
438,HH624,16-10-2025,Rent,8401,upi,Indore
439,HH714,19-08-2025,Medical,550,UPI,Indore
440,HH761,26-12-2025,Entertainment,4516,UPI,Pune
441,HH212,03-01-2025,Internet,2147,Cash,Indore
442,HH122,30-01-2025,Fuel,792,UPI,Pune
443,HH311,26-02-2025,Education,2759,Credit Card,Mumbai
444,HH392,07-09-2025,Transport,989,Cash,Pune
445,HH512,22-03-2025,Groceries,36486,Credit Card,Pune
446,HH220,04-02-2025,Transport,1517,Debit Card,Mumbai
447,HH841,08-03-2025,Shopping,4265,Credit Card,Mumbai
448,HH593,03-11-2025,Fuel,2570,upi,Bhopal
449,HH439,17-07-2025,Transport,1842,Credit Card,Bhopal
450,HH859,07-10-2025,Fuel,915,Cash,Bhopal
451,HH338,25-10-2025,Groceries,1955,Cash,Pune
452,HH960,25-08-2025,Transport,1193,upi,Mumbai
453,HH713,05-03-2025,Groceries,1829,Debit Card,Indore
454,HH374,27-08-2025,Grocceries,1832,Debit Card,Bhopal
455,HH352,22-11-2025,Transport,1202,Credit Card,Pune
456,HH176,03-04-2025,Medical,2687,Credit Card,Mumbai
457,HH739,26-07-2025,Grocceries,4200,Debit Card,Indore
458,HH969,29-03-2025,Rent,8411,upi,Indore
459,HH507,06-03-2025,Rent,9217,Cash,Bhopal
460,HH127,11-05-2025,Education,636,UPI,Indore
461,HH717,17-01-2025,Grocceries,3100,Cash,Mumbai
462,HH676,23-05-2025,Medical,965,upi,Delhi
463,HH259,17-06-2025,Electricity,4139,upi,Indore
464,HH648,28-05-2025,Electricity,4218,UPI,Pune
