transaction_id,household_id,date,category,amount,payment_mode,city
126,HH805,2025-12-28,Shopping,2712,UPI,Mumbai
127,HH276,2025-01-16,Entertainment,1741,Net Banking,Bhopal
128,HH749,2025-10-11,Groceries,1067,Cash,Bhopal
129,HH610,2025-04-28,Rent,23206,Card,Mumbai
130,HH864,2025-08-02,Entertainment,1215,Card,Indore
131,HH796,2025-12-22,Fuel,3443,Card,Pune
132,HH405,2025-04-01,Internet,142,Card,Indore
133,HH865,2025-08-09,Transport,2873,Cash,Bhopal
134,HH384,2025-10-13,Entertainment,3444,Card,Mumbai
135,HH431,2025-05-18,Transport,1649,Cash,Pune
136,HH156,2025-08-13,Medical,3097,Net Banking,Mumbai
137,HH451,2025-03-18,Shopping,4269,UPI,Delhi
138,HH368,2025-02-25,Education,2335,Cash,Indore
139,HH638,2025-08-31,Fuel,1243,Net Banking,Bhopal
140,HH962,2025-07-07,Fuel,3967,Net Banking,Delhi
141,HH575,2025-05-09,Internet,1784,Cash,Delhi
142,HH513,2025-01-01,Groceries,762,UPI,Bhopal
143,HH779,2025-09-23,Entertainment,2594,Net Banking,Delhi
144,HH643,2025-03-26,Transport,1355,UPI,Indore
145,HH848,2025-03-11,Internet,3482,Card,Pune
146,HH739,2025-09-03,Entertainment,1677,Net Banking,Mumbai
147,HH316,2025-02-07,Rent,24570,UPI,Pune
148,HH819,2025-07-10,Internet,3789,Net Banking,Mumbai
149,HH158,2025-06-29,Internet,2582,Net Banking,Delhi
150,HH361,2025-03-17,Shopping,2916,UPI,Pune
151,HH592,2025-10-19,Electricity,2153,Cash,Bhopal
152,HH571,2025-05-02,Transport,3152,Cash,Delhi
153,HH831,2025-11-30,Electricity,1062,Cash,Bhopal
154,HH565,2025-06-14,Internet,2053,Cash,Mumbai
155,HH540,2025-05-30,Entertainment,2734,UPI,Indore
156,HH550,2025-12-10,Rent,23757,Card,Delhi
157,HH510,2025-12-12,Rent,15640,Net Banking,Indore
158,HH905,2025-09-09,Transport,3008,UPI,Bhopal
159,HH168,2025-04-23,Medical,1801,Card,Bhopal
160,HH964,2025-12-27,Transport,534,UPI,Delhi
161,HH815,2025-08-27,Medical,2165,UPI,Delhi
162,HH200,2025-11-12,Transport,3616,Cash,Pune
163,HH739,2025-06-24,Internet,2553,Cash,Bhopal
164,HH889,2025-03-07,Rent,23514,UPI,Indore
165,HH732,2025-09-05,Fuel,2353,UPI,Mumbai
166,HH440,2025-03-12,Electricity,494,Net Banking,Mumbai
167,HH103,2025-12-25,Fuel,2555,Card,Pune
168,HH818,2025-07-08,Rent,21423,UPI,Mumbai
169,HH804,2025-02-03,Electricity,2457,Cash,Delhi
170,HH577,2025-03-19,Internet,2654,Card,Mumbai
171,HH383,2025-12-05,Shopping,1716,UPI,Pune
172,HH624,2025-04-30,Education,731,UPI,Delhi
173,HH242,2025-04-18,Electricity,779,Cash,Pune
174,HH389,2025-08-30,Shopping,4103,Card,Pune
175,HH476,2025-07-28,Internet,279,Net Banking,Mumbai
176,HH635,2025-09-07,Shopping,4920,Card,Bhopal
177,HH662,2025-09-11,Entertainment,1093,Net Banking,Pune
178,HH426,2025-05-14,Internet,1407,Cash,Mumbai
179,HH593,2025-12-08,Medical,4548,Cash,Delhi
180,HH500,2025-12-28,Entertainment,3170,Cash,Indore
181,HH151,2025-07-17,Entertainment,1371,Cash,Bhopal
182,HH454,2025-01-24,Shopping,4521,UPI,Indore
183,HH957,2025-08-01,Electricity,3449,Card,Bhopal
184,HH360,2025-01-04,Education,1681,Net Banking,Mumbai
185,HH103,2025-04-18,Fuel,1953,Net Banking,Bhopal
186,HH494,2025-06-03,Rent,19930,Card,Indore
187,HH626,2025-04-22,Education,2848,Cash,Bhopal
188,HH986,2025-03-03,Transport,1582,Card,Pune
189,HH909,2025-01-23,Transport,366,UPI,Pune
190,HH778,2025-04-15,Groceries,282,UPI,Mumbai
191,HH837,2025-07-14,Education,2318,Net Banking,Indore
192,HH504,2025-03-03,Entertainment,2853,Net Banking,Delhi
193,HH736,2025-04-30,Electricity,1372,Net Banking,Pune
194,HH625,2025-11-21,Fuel,3992,Cash,Bhopal
195,HH471,2025-12-13,Groceries,1169,Cash,Pune
196,HH422,2025-03-08,Shopping,4164,Card,Mumbai
197,HH387,2025-07-02,Internet,762,UPI,Delhi
198,HH262,2025-03-04,Electricity,2735,Net Banking,Indore
199,HH156,2025-12-31,Electricity,940,Net Banking,Mumbai
200,HH592,2025-06-04,Entertainment,3323,Cash,Pune
201,HH329,2025-10-23,Entertainment,2282,Card,Bhopal
202,HH467,2025-12-05,Medical,4697,Net Banking,Delhi
203,HH640,2025-12-26,Medical,4904,Cash,Pune
204,HH750,2025-08-29,Internet,2822,UPI,Bhopal
205,HH950,2025-08-09,Shopping,1728,UPI,Mumbai
206,HH533,2025-12-24,Medical,1805,Card,Indore
207,HH662,2025-09-05,Transport,1215,UPI,Bhopal
208,HH279,2025-06-04,Fuel,2673,Net Banking,Bhopal
209,HH115,2025-09-20,Rent,18695,UPI,Delhi
210,HH846,2025-11-18,Transport,1854,Cash,Bhopal
211,HH349,2025-05-13,Entertainment,1348,UPI,Delhi
212,HH423,2025-08-07,Medical,2732,Net Banking,Mumbai
213,HH204,2025-09-23,Rent,24648,Net Banking,Delhi
214,HH811,2025-04-28,Fuel,234,Net Banking,Delhi
215,HH465,2025-02-25,Internet,3187,Cash,Delhi
216,HH728,2025-10-31,Education,2203,Net Banking,Bhopal
217,HH839,2025-05-25,Rent,14426,Card,Bhopal
218,HH574,2025-04-06,Rent,10572,UPI,Mumbai
219,HH427,2025-08-28,Shopping,5325,Cash,Pune
220,HH885,2025-10-14,Fuel,275,UPI,Indore
221,HH715,2025-05-31,Fuel,2810,Cash,Mumbai
222,HH802,2025-07-08,Education,1866,Card,Bhopal
223,HH511,2025-10-30,Transport,2207,UPI,Delhi
224,HH906,2025-01-31,Medical,3153,Card,Indore
225,HH238,2025-11-26,Shopping,962,Cash,Indore
226,HH760,2025-10-27,Entertainment,3764,Cash,Bhopal
227,HH177,2025-09-15,Education,1976,UPI,Delhi
228,HH866,2025-10-02,Entertainment,1652,Net Banking,Mumbai
229,HH836,2025-03-20,Rent,22887,Cash,Pune
230,HH152,2025-11-17,Rent,18640,Net Banking,Delhi
231,HH941,2025-03-21,Medical,2257,Card,Delhi
232,HH423,2025-10-03,Internet,3783,Cash,Indore
233,HH878,2025-08-15,Internet,2169,Net Banking,Mumbai
234,HH231,2025-10-19,Education,3373,UPI,Pune
235,HH426,2025-08-11,Medical,4278,Card,Mumbai
236,HH819,2025-08-14,Transport,385,Card,Delhi
237,HH101,2025-03-31,Electricity,884,Net Banking,Bhopal
238,HH327,2025-12-02,Shopping,1599,UPI,Mumbai
239,HH791,2025-02-28,Transport,3298,Card,Mumbai
240,HH501,2025-09-08,Transport,1440,Cash,Delhi
241,HH710,2025-04-21,Fuel,1058,Net Banking,Pune
242,HH289,2025-10-21,Education,2215,Card,Delhi
243,HH272,2025-06-27,Groceries,2026,Cash,Bhopal
244,HH427,2025-10-07,Transport,2134,Cash,Delhi
245,HH400,2025-04-22,Electricity,189,Cash,Indore
246,HH816,2025-03-31,Fuel,2881,Cash,Mumbai
247,HH525,2025-10-03,Transport,2737,Card,Mumbai
248,HH664,2025-02-14,Internet,2893,UPI,Indore
249,HH172,2025-05-24,Shopping,3671,Card,Pune
250,HH871,2025-03-07,Groceries,370,Net Banking,Pune
251,HH854,2025-06-29,Rent,18943,Net Banking,Bhopal
252,HH660,2025-10-20,Shopping,3021,Cash,Bhopal
253,HH206,2025-12-12,Electricity,2106,Net Banking,Pune
254,HH975,2025-11-17,Electricity,101,Card,Mumbai
255,HH590,2025-01-19,Electricity,1967,Card,Mumbai
256,HH781,2025-06-03,Shopping,2997,Cash,Bhopal
257,HH135,2025-08-10,Rent,12100,Cash,Indore
258,HH354,2025-09-11,Transport,1178,UPI,Indore
259,HH501,2025-04-11,Medical,3785,Cash,Indore
260,HH348,2025-12-06,Shopping,3898,Cash,Pune
261,HH887,2025-12-16,Transport,3550,Cash,Bhopal
262,HH256,2025-05-06,Entertainment,1464,Card,Delhi
263,HH476,2025-06-11,Electricity,3149,Net Banking,Indore
264,HH580,2025-01-19,Shopping,6354,Cash,Bhopal
265,HH415,2025-06-20,Electricity,3495,Cash,Indore
266,HH929,2025-11-14,Rent,19083,UPI,Pune
267,HH518,2025-11-04,Medical,1628,Card,Mumbai
268,HH182,2025-09-03,Rent,10507,Card,Mumbai
269,HH587,2025-04-10,Entertainment,2968,Cash,Delhi
270,HH980,2025-06-29,Medical,3896,Net Banking,Bhopal
271,HH691,2025-12-27,Transport,1311,UPI,Indore
272,HH118,2025-03-30,Entertainment,1525,Net Banking,Mumbai
273,HH580,2025-10-05,Electricity,1561,Card,Indore
274,HH288,2025-09-09,Transport,1087,Net Banking,Indore
275,HH198,2025-01-25,Groceries,2006,Net Banking,Delhi
276,HH473,2025-06-02,Transport,1199,Cash,Indore
277,HH691,2025-09-08,Shopping,3408,UPI,Indore
278,HH161,2025-03-10,Education,3551,Card,Delhi
279,HH859,2025-04-10,Electricity,2933,Card,Indore
280,HH340,2025-10-31,Rent,10209,Net Banking,Pune
281,HH478,2025-03-12,Fuel,788,UPI,Bhopal
282,HH194,2025-09-02,Groceries,1555,Cash,Delhi
283,HH740,2025-05-09,Rent,13768,Net Banking,Bhopal
284,HH561,2025-06-29,Rent,11098,Net Banking,Pune
285,HH981,2025-06-15,Rent,21204,Card,Bhopal
286,HH970,2025-08-02,Transport,3958,Cash,Bhopal
287,HH357,2025-05-13,Fuel,1079,UPI,Bhopal
288,HH418,2025-03-13,Medical,474,UPI,Mumbai
289,HH352,2025-02-14,Rent,17064,Card,Pune
290,HH564,2025-08-17,Groceries,3138,Card,Bhopal
291,HH608,2025-04-24,Entertainment,3596,UPI,Delhi
292,HH544,2025-08-13,Transport,3511,Card,Delhi
293,HH300,2025-05-19,Shopping,2982,Card,Delhi
294,HH978,2025-09-02,Rent,9578,Net Banking,Delhi
295,HH986,2025-10-24,Entertainment,3970,UPI,Mumbai
296,HH126,2025-10-05,Fuel,1519,Cash,Indore
297,HH403,2025-08-04,Fuel,2042,Net Banking,Mumbai
298,HH760,2025-01-22,Entertainment,2047,Cash,Indore
299,HH218,2025-09-02,Shopping,637,Cash,Pune
300,HH270,2025-11-11,Transport,387,Net Banking,Mumbai
301,HH466,2025-08-14,Fuel,3880,Net Banking,Pune
302,HH397,2025-09-24,Medical,1476,UPI,Bhopal
303,HH720,2025-09-25,Groceries,881,Cash,Delhi
304,HH460,2025-11-26,Shopping,5251,Card,Bhopal
305,HH836,2025-09-16,Groceries,1272,UPI,Pune
306,HH445,2025-07-04,Rent,15432,UPI,Indore
307,HH330,2025-12-28,Entertainment,297,Card,Delhi
308,HH969,2025-12-28,Medical,1933,Card,Pune
309,HH119,2025-11-11,Education,1346,Net Banking,Pune
310,HH879,2025-08-01,Fuel,3031,UPI,Bhopal
311,HH415,2025-09-09,Rent,15025,UPI,Pune
312,HH431,2025-05-01,Transport,1497,Card,Delhi
313,HH611,2025-09-16,Transport,3544,Cash,Pune
314,HH136,2025-04-14,Education,3391,UPI,Pune
315,HH849,2025-09-14,Medical,3079,Cash,Delhi
316,HH759,2025-11-04,Entertainment,777,Card,Mumbai
317,HH336,2025-07-26,Shopping,2650,Card,Indore
318,HH393,2025-09-28,Rent,18364,UPI,Delhi
319,HH395,2025-07-02,Internet,312,Net Banking,Pune
320,HH982,2025-09-02,Entertainment,496,Card,Delhi
321,HH172,2025-02-27,Groceries,1991,Card,Delhi
322,HH247,2025-09-01,Internet,2564,Card,Pune
323,HH360,2025-07-26,Medical,1036,UPI,Delhi
324,HH355,2025-12-12,Groceries,2049,UPI,Pune
325,HH382,2025-07-05,Internet,1108,Net Banking,Indore
326,HH320,2025-06-05,Medical,4931,Card,Indore
327,HH766,2025-05-10,Transport,1423,Cash,Bhopal
328,HH425,2025-07-05,Fuel,671,Cash,Bhopal
329,HH969,2025-05-17,Education,3153,Cash,Pune
330,HH377,2025-04-24,Transport,1740,Net Banking,Mumbai
331,HH863,2025-10-16,Shopping,5000,UPI,Pune
332,HH306,2025-01-30,Rent,13075,Cash,Bhopal
333,HH927,2025-07-26,Internet,3494,UPI,Bhopal
334,HH249,2025-09-23,Education,2261,Card,Mumbai
335,HH884,2025-05-17,Education,1268,UPI,Pune
336,HH684,2025-11-30,Fuel,838,UPI,Indore
337,HH923,2025-12-29,Education,1137,Net Banking,Indore
338,HH358,2025-09-07,Education,2027,Card,Bhopal
339,HH142,2025-11-07,Fuel,2350,Card,Delhi
340,HH994,2025-12-26,Transport,1086,Card,Bhopal
341,HH762,2025-06-16,Education,1252,Card,Indore
342,HH839,2025-12-04,Shopping,588,Net Banking,Mumbai
343,HH601,2025-01-30,Internet,2420,Card,Pune
344,HH335,2025-08-26,Entertainment,1552,Cash,Bhopal
345,HH762,2025-05-16,Entertainment,3963,Card,Bhopal
346,HH728,2025-01-14,Internet,1309,Cash,Delhi
347,HH617,2025-02-12,Fuel,3044,UPI,Pune
348,HH188,2025-06-26,Internet,3916,UPI,Delhi
349,HH421,2025-06-18,Groceries,2100,Card,Delhi
350,HH358,2025-06-21,Internet,2457,UPI,Mumbai
351,HH807,2025-07-30,Fuel,2441,Net Banking,Mumbai
352,HH788,2025-10-13,Shopping,6431,Cash,Bhopal
353,HH614,2025-10-01,Education,2349,Cash,Bhopal
354,HH415,2025-08-16,Groceries,588,Card,Delhi
355,HH426,2025-04-10,Fuel,3335,Cash,Bhopal
356,HH206,2025-08-29,Shopping,4816,Cash,Pune
357,HH680,2025-12-01,Entertainment,2999,UPI,Delhi
358,HH801,2025-07-03,Medical,1197,Card,Indore
359,HH582,2025-04-21,Medical,3099,Net Banking,Indore
360,HH855,2025-03-25,Fuel,2993,Cash,Delhi
361,HH498,2025-10-29,Fuel,1874,Card,Pune
362,HH696,2025-07-27,Medical,2935,Card,Mumbai
363,HH656,2025-05-11,Fuel,2995,UPI,Pune
364,HH906,2025-06-14,Electricity,3655,Cash,Pune
365,HH899,2025-02-27,Transport,1152,Cash,Indore
366,HH934,2025-08-24,Education,3470,Cash,Mumbai
367,HH465,2025-01-29,Electricity,1134,Net Banking,Mumbai
368,HH440,2025-07-28,Medical,1422,Cash,Delhi
369,HH266,2025-09-24,Fuel,3819,Net Banking,Pune
370,HH781,2025-10-31,Transport,2803,Net Banking,Bhopal
371,HH171,2025-11-08,Medical,4108,Cash,Indore
372,HH370,2025-06-14,Electricity,505,UPI,Indore
373,HH919,2025-06-10,Fuel,3323,Net Banking,Delhi
374,HH395,2025-04-11,Entertainment,3492,UPI,Bhopal
375,HH985,2025-07-16,Fuel,1095,Net Banking,Pune
376,HH552,2025-05-15,Rent,19009,Cash,Mumbai
377,HH111,2025-05-22,Shopping,1332,Cash,Delhi
378,HH451,2025-01-05,Transport,1225,Cash,Pune
379,HH176,2025-06-21,Shopping,3337,Net Banking,Pune
380,HH665,2025-11-26,Electricity,1795,UPI,Indore
381,HH564,2025-02-14,Groceries,2738,UPI,Pune
382,HH850,2025-02-12,Transport,2098,Cash,Pune
383,HH284,2025-02-06,Medical,3957,UPI,Mumbai
384,HH692,2025-10-27,Entertainment,3117,Net Banking,Pune
385,HH407,2025-06-16,Transport,3529,Net Banking,Mumbai
386,HH271,2025-10-09,Rent,10057,Cash,Pune
387,HH835,2025-08-16,Fuel,1853,Cash,Bhopal
388,HH742,2025-06-04,Medical,1075,Net Banking,Delhi
389,HH702,2025-12-14,Groceries,2967,UPI,Mumbai
390,HH628,2025-06-28,Transport,3668,Net Banking,Delhi
391,HH794,2025-04-17,Rent,24749,Net Banking,Pune
392,HH464,2025-10-29,Groceries,1493,Card,Indore
393,HH280,2025-10-07,Electricity,2228,UPI,Indore
394,HH853,2025-09-05,Entertainment,1669,Net Banking,Indore
395,HH214,2025-02-27,Shopping,5893,Cash,Bhopal
396,HH942,2025-05-11,Groceries,2150,Cash,Delhi
397,HH535,2025-02-01,Groceries,3260,UPI,Pune
398,HH246,2025-12-06,Shopping,3591,Net Banking,Delhi
399,HH385,2025-03-30,Electricity,3152,Card,Indore
400,HH827,2025-05-22,Transport,2259,Card,Indore
401,HH261,2025-04-02,Medical,1930,Cash,Pune
402,HH453,2025-10-16,Fuel,2844,Cash,Indore
403,HH200,2025-12-21,Electricity,3498,Card,Bhopal
404,HH552,2025-06-04,Shopping,6435,Net Banking,Pune
405,HH600,2025-12-16,Groceries,1763,Cash,Bhopal
406,HH440,2025-06-29,Shopping,4467,UPI,Indore
407,HH789,2025-09-22,Entertainment,3749,UPI,Pune
408,HH865,2025-08-03,Entertainment,1609,Card,Mumbai
409,HH743,2025-07-10,Entertainment,1915,Cash,Delhi
410,HH493,2025-07-28,Entertainment,2014,Net Banking,Mumbai
411,HH351,2025-03-26,Entertainment,1218,Net Banking,Delhi
412,HH196,2025-10-11,Transport,3208,Net Banking,Indore
413,HH629,2025-08-12,Education,3459,Card,Bhopal
414,HH650,2025-02-14,Medical,1584,Card,Mumbai
415,HH634,2025-04-25,Groceries,2153,Card,Mumbai
416,HH721,2025-11-22,Electricity,1664,Cash,Mumbai
417,HH489,2025-09-23,Entertainment,1224,Card,Bhopal
418,HH241,2025-07-20,Shopping,2944,UPI,Indore
419,HH944,2025-11-22,Medical,2088,Cash,Delhi
420,HH649,2025-07-06,Internet,2634,Card,Indore
421,HH625,2025-08-19,Shopping,1911,Card,Bhopal
422,HH346,2025-01-06,Medical,2005,Card,Indore
423,HH259,2025-02-02,Medical,4517,Card,Pune
424,HH178,2025-06-11,Medical,3894,Card,Mumbai
425,HH943,2025-02-13,Internet,925,Net Banking,Pune
426,HH452,2025-08-23,Groceries,369,Net Banking,Pune
427,HH228,2025-12-30,Entertainment,295,Card,Delhi
428,HH462,2025-03-06,Education,2542,Cash,Pune
429,HH639,2025-12-20,Internet,837,UPI,Mumbai
430,HH660,2025-07-27,Groceries,1007,UPI,Indore
431,HH519,2025-03-10,Education,141,UPI,Indore
432,HH600,2025-01-25,Fuel,616,Card,Indore
433,HH154,2025-03-22,Transport,1556,UPI,Bhopal
434,HH701,2025-07-15,Electricity,572,Net Banking,Bhopal
435,HH213,2025-05-04,Entertainment,2035,UPI,Indore
436,HH563,2025-11-17,Electricity,1186,UPI,Delhi
437,HH294,2025-05-14,Internet,411,Cash,Delhi
438,HH834,2025-03-26,Transport,3798,Cash,Delhi
439,HH761,2025-11-23,Shopping,4734,Card,Mumbai
440,HH144,2025-02-07,Transport,810,Card,Indore
441,HH642,2025-08-04,Groceries,1088,Cash,Indore
442,HH759,2025-08-03,Entertainment,1282,Cash,Bhopal
443,HH553,2025-03-22,Entertainment,2148,Net Banking,Delhi
444,HH954,2025-12-14,Entertainment,648,Card,Bhopal
445,HH734,2025-09-29,Medical,2021,Cash,Delhi
446,HH156,2025-06-17,Fuel,710,Cash,Indore
447,HH449,2025-10-04,Medical,2504,UPI,Indore
448,HH986,2025-07-04,Shopping,4176,Net Banking,Bhopal
449,HH638,2025-04-19,Internet,529,UPI,Delhi
450,HH396,2025-10-20,Shopping,5389,Card,Pune
451,HH835,2025-06-07,Education,542,Card,Bhopal
452,HH401,2025-09-30,Shopping,4584,UPI,Bhopal
453,HH628,2025-05-29,Education,2968,UPI,Pune
454,HH466,2025-01-24,Rent,15550,Cash,Mumbai
455,HH885,2025-10-11,Fuel,2841,Card,Delhi
456,HH602,2025-02-13,Education,829,Cash,Bhopal
457,HH350,2025-11-21,Groceries,2724,UPI,Indore
458,HH938,2025-11-06,Internet,1868,UPI,Indore
459,HH294,2025-02-02,Rent,19901,UPI,Mumbai
460,HH917,2025-02-10,Medical,1592,Card,Indore
461,HH995,2025-12-01,Transport,3051,Card,Mumbai
462,HH693,2025-02-08,Fuel,3851,Net Banking,Bhopal
463,HH715,2025-03-31,Internet,2336,Card,Bhopal
464,HH669,2025-06-08,Medical,1131,UPI,Indore
465,HH595,2025-08-28,Medical,2160,Card,Pune
466,HH364,2025-09-25,Rent,14801,UPI,Delhi
467,HH177,2025-02-23,Entertainment,2792,UPI,Indore
468,HH130,2025-02-09,Fuel,3433,Net Banking,Mumbai
469,HH569,2025-04-30,Shopping,5237,UPI,Bhopal
470,HH145,2025-01-03,Shopping,6127,Card,Bhopal
471,HH431,2025-08-15,Medical,663,Card,Indore
