transaction_id,household_id,date,category,amount,payment_mode,city
135,HH703,2025-09-10,Rent,16517,UPI,Pune
136,HH887,2025-11-09,Internet,2855,Credit Card,Mumbai
137,HH479,2025-12-03,Shopping,1891,UPI,Pune
138,HH904,2025-08-25,Fuel,2790,upi,Delhi
139,HH282,2025-11-02,Transport,1003,Credit Card,Delhi
140,HH611,2025-10-08,Transport,501,Cash,Mumbai
141,HH414,2025-06-12,Fuel,1228,Credit Card,Bhopal
142,HH397,2025-10-10,Transport,2514,Debit Card,Bhopal
143,HH656,2025-06-04,Internet,3598,Debit Card,
144,HH579,11-05-2025,Fuel,978,upi,Delhi
145,HH755,2025-08-26,Fuel,3526,upi,Pune
146,HH152,2025-09-19,Transport,971,Credit Card,Delhi
147,HH512,2025-05-11,Entertainment,562,UPI,Pune
148,HH309,2025-12-08,Rent,16959,upi,Pune
149,HH351,2025-09-13,Fuel,2558,Credit Card,Indore
150,HH417,2025-03-05,Fuel,4992,Cash,Mumbai
151,HH735,2025-08-11,Internet,1451,,
152,HH683,2025-03-07,Electricity,1808,Credit Card,
153,HH417,16-12-2025,Medical,1566,,Pune
154,HH537,2025-06-07,Shopping,4022,,Mumbai
155,HH720,2025-01-15,Internet,1593,Credit Card,
156,HH382,2025-07-03,Groceries,3396,,Bhopal
157,HH976,2025-03-02,Grocceries,3841,UPI,Pune
158,HH415,2025-04-21,Groceries,2262,Debit Card,
159,HH325,2025-05-29,Medical,335,UPI,
160,HH221,2025-08-13,Internet,3335,Credit Card,Bhopal
161,HH956,2025-12-16,Entertainment,4859,Debit Card,Indore
162,HH452,2025-08-28,Entertainment,3048,UPI,
163,HH837,2025-09-04,Entertainment,4218,Cash,Delhi
164,HH493,30-05-2025,Transport,398,UPI,Bhopal
165,HH217,2025-01-23,Rent,8608,Cash,Bhopal
166,HH313,2025-08-30,Transport,4973,UPI,Mumbai
167,HH615,2025-08-14,Entertainment,1418,Credit Card,Pune
168,HH482,2025-04-28,Transport,1026,UPI,Pune
169,HH555,2025-05-17,Medical,2451,Debit Card,Mumbai
170,HH869,2025-08-06,Rent,23373,Credit Card,Mumbai
171,HH400,2025-07-20,Internet,352,Credit Card,Bhopal
172,HH127,2025-05-26,Fuel,4273,upi,Indore
173,HH248,2025-09-12,Grocceries,4142,,
174,HH376,2025-11-12,Transport,1756,,Bhopal
175,HH183,2025-05-07,Fuel,385,UPI,Pune
176,HH601,2025-06-24,Transport,4942,Cash,Bhopal
177,HH216,2025-10-06,Medical,1140,Debit Card,Pune
178,HH932,2025-04-22,Education,2592,upi,Pune
179,HH254,2025-06-11,Grocceries,894,upi,Delhi
180,HH637,2025-08-11,Transport,2591,UPI,Pune
181,HH209,2025-09-26,Education,2418,Credit Card,Delhi
182,HH831,2025-04-26,Transport,1814,,
183,HH591,16-08-2025,Shopping,691,Credit Card,
184,HH912,2025-05-27,Internet,3152,,Bhopal
185,HH320,2025-12-16,Fuel,3507,Credit Card,Mumbai
186,HH486,2025-02-23,Shopping,2379,,Mumbai
187,HH748,2025-08-10,Education,4948,Cash,
188,HH327,2025-12-23,Fuel,2026,UPI,Delhi
189,HH188,2025-09-05,Rent,21449,upi,Indore
190,HH890,2025-03-04,Groceries,3916,upi,Delhi
191,HH203,2025-05-12,Transport,4027,,Bhopal
192,HH831,2025-01-28,Groceries,2469,Credit Card,Bhopal
193,HH183,2025-04-22,Medical,3308,Credit Card,Indore
194,HH846,01-02-2025,Rent,14763,UPI,Delhi
195,HH853,2025-01-25,Grocceries,3359,Cash,
196,HH477,2025-08-08,Education,3878,upi,Delhi
197,HH174,2025-11-13,Education,4000,Debit Card,Indore
198,HH814,2025-04-09,Groceries,3126,upi,Mumbai
199,HH992,2025-08-06,Shopping,2058,upi,Indore
200,HH308,2025-12-16,Shopping,1998,upi,Delhi
201,HH650,2025-07-19,Internet,4366,Cash,Bhopal
202,HH783,2025-09-09,Groceries,2008,Credit Card,Indore
203,HH363,2025-10-14,Grocceries,1418,upi,Delhi
204,HH674,2025-06-01,Rent,9991,upi,
205,HH817,2025-06-21,Entertainment,3452,UPI,Bhopal
206,HH780,2025-04-10,Entertainment,4171,Debit Card,Pune
207,HH405,2025-12-08,Shopping,4076,Debit Card,Delhi
208,HH849,2025-01-25,Fuel,4314,Cash,Pune
209,HH550,2025-12-20,Electricity,3379,UPI,Mumbai
210,HH194,2025-04-23,Grocceries,4582,UPI,Pune
211,HH135,21-11-2025,Education,2108,upi,Mumbai
212,HH289,2025-10-16,Shopping,3048,upi,Pune
213,HH115,2025-06-16,Education,401,,Pune
214,HH585,2025-01-27,Groceries,3587,,Delhi
215,HH113,2025-07-23,Internet,41817,UPI,Pune
216,HH671,2025-11-03,Rent,24485,upi,Mumbai
217,HH939,2025-07-30,Fuel,1451,UPI,Pune
218,HH766,2025-01-05,Transport,773,Cash,Bhopal
219,HH387,2025-08-23,Rent,22104,UPI,Bhopal
220,HH266,2025-07-03,Grocceries,3308,Debit Card,Mumbai
221,HH258,2025-09-18,Fuel,546,,Pune
222,HH280,2025-08-12,Groceries,1907,Debit Card,Pune
223,HH417,2025-05-30,Medical,4921,,Pune
224,HH374,2025-03-18,Transport,4915,Cash,Bhopal
225,HH730,2025-07-29,Education,3274,upi,
226,HH723,2025-01-10,Transport,3851,Credit Card,Delhi
227,HH363,2025-03-26,Groceries,4831,Debit Card,Indore
228,HH102,2025-12-31,Education,1670,UPI,Bhopal
229,HH397,2025-08-16,Electricity,231,Debit Card,Pune
230,HH722,2025-10-24,Internet,4058,Cash,Indore
231,HH246,2025-09-05,Rent,13092,Credit Card,
232,HH130,2025-11-24,Fuel,160,upi,Delhi
233,HH769,2025-04-24,Transport,2932,Credit Card,Delhi
234,HH485,2025-07-28,Shopping,254,,Pune
235,HH623,2025-01-07,Rent,23596,upi,Delhi
236,HH819,2025-08-16,Internet,2979,Debit Card,Delhi
237,HH735,2025-12-11,Rent,10832,Credit Card,Bhopal
238,HH432,2025-02-12,Entertainment,3291,UPI,Indore
239,HH937,2025-10-18,Fuel,3373,UPI,Mumbai
240,HH725,2025-03-23,Electricity,2206,UPI,Indore
241,HH115,2025-07-11,Internet,1876,UPI,Indore
242,HH678,2025-07-25,Electricity,1940,UPI,Pune
243,HH646,2025-05-23,Rent,14537,UPI,Mumbai
244,HH217,2025-10-24,Entertainment,4129,Debit Card,
245,HH269,2025-06-10,Grocceries,1591,upi,Pune
246,HH411,2025-01-19,Electricity,344,Credit Card,Mumbai
247,HH590,2025-11-18,Electricity,1313,,Mumbai
248,HH952,2025-02-17,Shopping,4552,Debit Card,Indore
249,HH896,2025-04-11,Groceries,3456,Credit Card,Mumbai
250,HH310,2025-06-15,Grocceries,4800,upi,Delhi
251,HH562,2025-11-07,Internet,919,Credit Card,Pune
252,HH235,2025-10-15,Grocceries,499,,Bhopal
253,HH663,2025-01-19,Grocceries,1580,UPI,Pune
254,HH900,2025-03-31,Education,643,upi,Mumbai
255,HH345,2025-12-13,Electricity,4317,upi,Delhi
256,HH854,2025-11-30,Internet,448,Cash,Delhi
257,HH730,2025-04-29,Electricity,1253,Credit Card,Delhi
258,HH840,2025-10-01,Transport,3930,upi,
259,HH835,2025-08-11,Groceries,4778,Debit Card,Mumbai
260,HH627,2025-12-09,Education,4564,Cash,Indore
261,HH369,2025-11-05,Electricity,4349,UPI,Pune
262,HH430,2025-06-06,Entertainment,1421,Cash,Indore
263,HH513,2025-03-25,Grocceries,769,Credit Card,Pune
264,HH270,2025-01-18,Rent,11191,,Bhopal
265,HH985,2025-05-24,Electricity,2030,Credit Card,Pune
266,HH170,2025-11-12,Rent,9830,,Indore
267,HH953,2025-03-05,Grocceries,59435,Credit Card,
268,HH402,2025-07-31,Grocceries,585,UPI,Mumbai
269,HH817,2025-04-25,Grocceries,3597,Credit Card,Bhopal
270,HH440,2025-04-06,Groceries,2575,upi,Mumbai
271,HH522,2025-05-08,Fuel,2999,upi,Indore
272,HH631,2025-12-02,Rent,17523,Debit Card,Delhi
273,HH536,2025-01-30,Medical,2754,,Mumbai
274,HH794,2025-02-04,Internet,4975,Debit Card,Delhi
275,HH379,2025-10-04,Medical,3236,Cash,Mumbai
276,HH928,12-03-2025,Grocceries,2914,Credit Card,Delhi
277,HH149,2025-02-08,Shopping,2241,Cash,Indore
278,HH972,2025-01-03,Entertainment,2621,UPI,Bhopal
279,HH533,2025-10-04,Groceries,3277,Debit Card,Bhopal
280,HH937,2025-02-15,Education,2498,Credit Card,Delhi
281,HH375,2025-01-16,Medical,101,,Mumbai
282,HH195,2025-04-20,Electricity,729,Debit Card,Bhopal
283,HH471,01-08-2025,Medical,1956,,Pune
284,HH507,2025-12-26,Fuel,155,Debit Card,Delhi
285,HH785,2025-09-29,Groceries,4325,,Mumbai
286,HH486,26-11-2025,Fuel,550,Cash,Pune
287,HH582,2025-12-02,Entertainment,1485,,Delhi
288,HH588,2025-10-30,Education,832,,Pune
289,HH494,2025-02-07,Grocceries,1346,Credit Card,Pune
290,HH676,2025-04-08,Fuel,3068,Credit Card,Delhi
291,HH257,2025-07-16,Internet,4684,,Bhopal
292,HH470,17-11-2025,Internet,4033,upi,
293,HH115,2025-02-22,Rent,10604,UPI,Mumbai
294,HH548,2025-08-15,Groceries,947,Debit Card,Bhopal
295,HH342,2025-03-13,Transport,2058,upi,
296,HH809,2025-10-20,Fuel,1208,UPI,Indore
297,HH541,2025-02-28,Shopping,2365,UPI,Bhopal
298,HH885,2025-08-07,Electricity,729,UPI,Indore
299,HH636,2025-07-14,Transport,3718,Credit Card,Delhi
300,HH372,2025-10-08,Internet,2754,upi,Indore
301,HH857,2025-05-29,Entertainment,1073,Cash,Pune
302,HH174,2025-10-03,Medical,4888,UPI,Mumbai
303,HH824,2025-03-16,Electricity,1760,upi,Delhi
304,HH540,20-08-2025,Internet,3902,upi,Indore
305,HH814,2025-09-05,Entertainment,4578,Debit Card,Delhi
306,HH962,2025-10-02,Rent,21561,UPI,Pune
307,HH997,2025-12-20,Transport,167,Credit Card,Indore
308,HH227,2025-02-03,Grocceries,289,Debit Card,Delhi
309,HH786,2025-07-27,Groceries,3438,Cash,Pune
310,HH419,2025-08-09,Internet,2274,UPI,Pune
311,HH729,2025-08-31,Grocceries,2014,Cash,Indore
312,HH813,2025-08-10,Internet,2579,Cash,Indore
313,HH536,2025-02-18,Transport,421,Credit Card,Mumbai
314,HH257,22-06-2025,Electricity,224,Credit Card,Bhopal
315,HH366,2025-08-05,Internet,3765,Cash,
316,HH154,2025-07-04,Groceries,3996,,Indore
317,HH578,2025-04-02,Grocceries,4415,Credit Card,Delhi
318,HH632,2025-03-03,Transport,798,Cash,
319,HH948,2025-04-11,Entertainment,239,Cash,Pune
320,HH141,2025-04-28,Transport,1902,upi,
321,HH271,2025-10-26,Rent,11472,Cash,Indore
322,HH212,2025-07-27,Electricity,4115,Debit Card,Delhi
323,HH691,2025-09-04,Rent,18452,upi,
324,HH310,2025-04-02,Grocceries,2536,upi,
325,HH518,2025-12-13,Rent,17925,Credit Card,Mumbai
326,HH545,2025-04-04,Medical,4478,Cash,Bhopal
327,HH898,21-06-2025,Entertainment,1423,upi,Mumbai
328,HH335,2025-10-22,Medical,2944,Debit Card,
329,HH907,2025-10-16,Entertainment,3200,UPI,Indore
330,HH559,2025-10-29,Education,802,Credit Card,Indore
331,HH612,2025-01-25,Entertainment,279,,Indore
332,HH145,12-09-2025,Shopping,2423,Debit Card,
333,HH539,2025-11-13,Rent,9008,Debit Card,Delhi
334,HH132,2025-10-18,Education,3516,UPI,Delhi
335,HH227,2025-12-12,Shopping,691,,Bhopal
336,HH649,2025-12-05,Groceries,4463,upi,Bhopal
337,HH985,06-05-2025,Rent,10392,Credit Card,Delhi
338,HH156,23-12-2025,Medical,4251,Credit Card,Pune
339,HH705,2025-02-24,Fuel,1825,,Pune
340,HH606,2025-09-20,Internet,4036,,Pune
341,HH346,2025-06-13,Rent,14120,,Delhi
342,HH860,2025-04-15,Education,2189,upi,Indore
343,HH661,2025-04-13,Groceries,2333,UPI,
344,HH739,2025-08-29,Shopping,3458,Debit Card,Pune
345,HH126,2025-02-13,Rent,15248,upi,Mumbai
346,HH174,2025-03-26,Groceries,2398,Debit Card,Pune
347,HH172,2025-03-17,Transport,2738,Debit Card,Indore
348,HH595,2025-01-06,Electricity,2089,upi,Delhi
349,HH928,2025-04-26,Medical,711,Debit Card,Bhopal
350,HH385,2025-01-26,Groceries,986,Cash,
351,HH233,2025-10-11,Rent,12488,UPI,Mumbai
352,HH955,2025-09-14,Transport,2830,Debit Card,Pune
353,HH703,2025-03-23,Rent,17339,Debit Card,Pune
354,HH572,2025-05-21,Groceries,1974,,Pune
355,HH735,2025-12-22,Grocceries,4799,upi,Bhopal
356,HH282,2025-04-23,Rent,9710,Debit Card,Bhopal
357,HH931,2025-01-06,Transport,525,,Indore
358,HH919,2025-03-21,Transport,3211,UPI,Delhi
359,HH348,2025-11-21,Medical,2959,UPI,Bhopal
360,HH258,2025-05-18,Entertainment,542,Debit Card,Indore
361,HH569,2025-12-24,Groceries,4553,Debit Card,Indore
362,HH767,03-09-2025,Fuel,2642,upi,Delhi
363,HH268,2025-06-04,Grocceries,3891,Credit Card,
364,HH312,2025-04-05,Transport,3455,UPI,Pune
365,HH847,2025-06-22,Rent,20929,Cash,Bhopal
366,HH791,2025-08-17,Transport,2157,upi,Indore
367,HH332,2025-11-27,Education,3191,Debit Card,Mumbai
368,HH591,08-06-2025,Shopping,925,Cash,
369,HH234,2025-03-26,Education,3123,upi,Mumbai
370,HH996,2025-03-12,Medical,455,Credit Card,Mumbai
371,HH501,2025-06-09,Shopping,579,UPI,
372,HH257,2025-04-18,Shopping,843,Credit Card,Pune
373,HH221,2025-06-01,Internet,3607,Credit Card,Indore
374,HH611,2025-05-18,Grocceries,440,Credit Card,Pune
375,HH462,2025-03-19,Entertainment,1343,Cash,Delhi
376,HH318,2025-04-13,Internet,1917,upi,Pune
377,HH207,2025-11-18,Internet,2680,Credit Card,Pune
378,HH651,2025-12-18,Shopping,4560,Cash,
379,HH625,2025-11-16,Fuel,2971,UPI,Indore
380,HH436,2025-03-22,Entertainment,4814,Debit Card,
381,HH227,2025-04-14,Groceries,1313,Cash,
382,HH986,2025-12-08,Shopping,2553,Cash,Pune
383,HH520,2025-04-06,Electricity,3126,,Mumbai
384,HH451,2025-07-14,Groceries,1570,UPI,Delhi
385,HH662,2025-10-22,Electricity,4924,Credit Card,Bhopal
386,HH752,2025-07-25,Groceries,2746,Credit Card,Pune
387,HH275,2025-02-10,Rent,11187,Debit Card,
388,HH975,2025-11-07,Entertainment,3648,upi,Delhi
389,HH448,2025-09-12,Transport,192,upi,Bhopal
390,HH585,11-08-2025,Grocceries,3984,upi,Mumbai
391,HH460,2025-11-04,Fuel,1786,Credit Card,Pune
392,HH527,06-07-2025,Electricity,2326,Credit Card,Delhi
393,HH910,06-05-2025,Electricity,1860,Cash,Indore
394,HH880,2025-09-29,Grocceries,2571,upi,Mumbai
395,HH697,2025-07-09,Internet,2165,Debit Card,Delhi
396,HH520,2025-06-28,Entertainment,4286,upi,Bhopal
397,HH148,2025-03-12,Shopping,1886,Debit Card,
398,HH826,2025-01-23,Groceries,1709,upi,Mumbai
399,HH459,2025-05-14,Internet,4786,Debit Card,Indore
400,HH258,05-09-2025,Fuel,2660,,Pune
401,HH406,2025-12-04,Groceries,2281,UPI,Bhopal
402,HH518,2025-04-05,Electricity,39753,UPI,Delhi
403,HH484,2025-11-29,Grocceries,3546,Cash,Indore
404,HH333,2025-05-23,Shopping,1086,Cash,
405,HH228,2025-03-20,Transport,3813,Credit Card,Pune
406,HH883,2025-04-11,Medical,4842,Credit Card,Indore
407,HH857,2025-11-29,Internet,4797,Cash,Bhopal
408,HH756,2025-10-24,Medical,2464,Debit Card,Pune
409,HH564,2025-04-19,Fuel,1733,Credit Card,Bhopal
410,HH728,2025-09-14,Grocceries,1262,upi,Mumbai
411,HH114,2025-01-12,Electricity,4419,Cash,Bhopal
412,HH998,2025-09-16,Internet,215,UPI,Bhopal
413,HH888,2025-10-27,Rent,12659,Cash,Bhopal
414,HH294,2025-02-18,Grocceries,2153,UPI,
415,HH194,2025-05-08,Transport,2725,Debit Card,Indore
416,HH971,2025-02-11,Groceries,3077,Cash,Delhi
417,HH251,2025-12-05,Fuel,486,upi,Bhopal
418,HH704,2025-10-22,Rent,16712,,Mumbai
419,HH606,2025-08-11,Rent,8476,,
420,HH853,2025-08-28,Electricity,4012,upi,Indore
421,HH821,2025-08-06,Shopping,358,upi,
422,HH319,2025-01-30,Rent,11332,Debit Card,
423,HH516,2025-01-20,Entertainment,2139,Credit Card,Pune
424,HH196,2025-10-10,Education,4342,Credit Card,
425,HH629,2025-03-01,Fuel,1682,Cash,Pune
426,HH107,01-06-2025,Fuel,3513,Credit Card,Mumbai
427,HH863,2025-01-28,Fuel,4839,Cash,Pune
428,HH873,2025-05-30,Education,916,Debit Card,
429,HH488,2025-08-31,Electricity,1298,upi,Delhi
430,HH412,2025-05-01,Internet,1573,Cash,
431,HH719,2025-09-12,Education,4186,Cash,
432,HH685,2025-12-09,Fuel,1435,upi,Bhopal
433,HH785,2025-12-15,Groceries,2968,Credit Card,Bhopal
434,HH536,2025-12-31,Fuel,2570,,Mumbai
435,HH940,2025-09-30,Shopping,1660,,
436,HH341,2025-06-14,Rent,13478,,
437,HH807,16-04-2025,Fuel,858,upi,Bhopal
438,HH624,16-10-2025,Rent,8401,upi,Indore
439,HH714,2025-08-19,Medical,550,UPI,Indore
440,HH761,2025-12-26,Entertainment,4516,UPI,Pune
441,HH212,2025-01-03,Internet,2147,Cash,Indore
442,HH122,2025-01-30,Fuel,792,UPI,Pune
443,HH311,2025-02-26,Education,2759,Credit Card,Mumbai
444,HH392,2025-09-07,Transport,989,Cash,
445,HH512,2025-03-22,Groceries,36486,Credit Card,Pune
446,HH220,2025-02-04,Transport,1517,Debit Card,Mumbai
447,HH841,2025-03-08,Shopping,4265,Credit Card,Mumbai
448,HH593,03-11-2025,Fuel,2570,upi,
449,HH439,2025-07-17,Transport,1842,Credit Card,Bhopal
450,HH859,07-10-2025,Fuel,915,Cash,Bhopal
451,HH338,2025-10-25,Groceries,1955,Cash,Pune
452,HH960,2025-08-25,Transport,1193,upi,Mumbai
453,HH713,2025-03-05,Groceries,1829,Debit Card,Indore
454,HH374,2025-08-27,Grocceries,1832,,Bhopal
455,HH352,2025-11-22,Transport,1202,Credit Card,Pune
456,HH176,2025-04-03,Medical,2687,Credit Card,Mumbai
457,HH739,26-07-2025,Grocceries,4200,Debit Card,Indore
458,HH969,2025-03-29,Rent,8411,upi,Indore
459,HH507,2025-03-06,Rent,9217,Cash,Bhopal
460,HH127,2025-05-11,Education,636,UPI,Indore
461,HH717,2025-01-17,Grocceries,3100,Cash,Mumbai
462,HH676,2025-05-23,Medical,965,upi,Delhi
463,HH259,2025-06-17,Electricity,4139,upi,Indore
464,HH648,2025-05-28,Electricity,4218,UPI,Pune
465,HH468,2025-02-02,Shopping,2809,,Pune
466,HH166,2025-07-14,Electricity,4654,Credit Card,
467,HH251,2025-03-21,Shopping,3711,Cash,Delhi
468,HH328,2025-11-08,Shopping,3443,Credit Card,Mumbai
469,HH747,2025-01-25,Entertainment,1563,upi,Mumbai
470,HH689,2025-07-02,Transport,2413,UPI,
471,HH780,2025-04-28,Medical,451,,
472,HH712,2025-08-14,Entertainment,1487,,Indore
473,HH130,2025-04-28,Groceries,4327,Cash,Delhi
474,HH175,2025-08-18,Fuel,2510,Debit Card,Bhopal
475,HH706,2025-09-05,Entertainment,1097,Cash,Bhopal
476,HH913,2025-09-10,Fuel,51281,Debit Card,Bhopal
477,HH942,2025-07-19,Rent,13375,UPI,Delhi
478,HH828,2025-08-05,Grocceries,1588,,Mumbai
479,HH542,2025-10-25,Grocceries,3866,,Delhi
480,HH785,2025-03-02,Groceries,1609,Credit Card,Delhi
481,HH236,2025-07-22,Medical,2214,Credit Card,Mumbai
482,HH990,2025-03-08,Rent,13479,,Delhi
483,HH383,2025-11-12,Transport,4876,Debit Card,Delhi
